timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2024-09-22 17:07:18,False,0,[],|,False,0,[],|,False,Counting flickers... 54.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 3.0 seconds', '2 pitch: 24.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 16.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 16.0 seconds', '7 pitch: 7.0 seconds', '8 pitch: 5.0 seconds', '9 pitch: 5.0 seconds']",|,False,Counting yawns... 55.0 seconds remaining.,[]
2024-09-22 17:07:34,False,0,[],|,False,0,[],|,False,Counting flickers... 38.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 3.0 seconds', '2 pitch: 24.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 16.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 16.0 seconds', '7 pitch: 7.0 seconds', '8 pitch: 5.0 seconds', '9 pitch: 5.0 seconds', '10 pitch: 15.0 seconds']",|,False,Counting yawns... 39.0 seconds remaining.,[]
2024-09-22 17:07:43,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,True,11,"['1 pitch: 3.0 seconds', '2 pitch: 24.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 16.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 16.0 seconds', '7 pitch: 7.0 seconds', '8 pitch: 5.0 seconds', '9 pitch: 5.0 seconds', '10 pitch: 15.0 seconds', '11 pitch: 6.0 seconds']",|,False,Counting yawns... 30.0 seconds remaining.,[]
2024-10-23 19:33:19,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 135.0 seconds remaining.,[]
2024-10-23 19:33:23,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 130.0 seconds remaining.,[]
2024-10-23 19:33:24,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 9.0 seconds'],|,False,Counting yawns... 129.0 seconds remaining.,[]
2024-10-23 19:33:27,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 127.0 seconds remaining.,[]
2024-10-23 19:33:33,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2024-10-23 19:33:36,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds']",|,False,Counting yawns... 117.0 seconds remaining.,[]
2024-10-23 19:33:45,False,0,[],|,False,0,[],|,False,Counting flickers... 48.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds']",|,False,Counting yawns... 108.0 seconds remaining.,[]
2024-10-23 19:33:50,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds']",|,False,Counting yawns... 104.0 seconds remaining.,[]
2024-10-23 19:33:57,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 97.0 seconds remaining.,[]
2024-10-23 19:33:58,False,0,[],|,False,0,[],|,False,Counting flickers... 35.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds']",|,False,Counting yawns... 96.0 seconds remaining.,[]
2024-10-23 19:34:26,False,0,[],|,False,0,[],|,False,Counting flickers... 6.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds']",|,False,Counting yawns... 67.0 seconds remaining.,[]
2024-10-23 19:34:38,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 56.0 seconds remaining.,[]
2024-10-23 19:34:38,False,0,[],|,False,0,[],|,False,Counting flickers... 60.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds']",|,False,Counting yawns... 55.0 seconds remaining.,[]
2024-10-23 19:34:57,False,0,[],|,False,0,[],|,False,Counting flickers... 41.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds']",|,False,Counting yawns... 36.0 seconds remaining.,[]
2024-10-23 19:35:33,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-10-23 19:35:37,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 176.0 seconds remaining.,[]
2024-10-23 19:35:58,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds']",|,False,Counting yawns... 155.0 seconds remaining.,[]
2024-10-23 19:36:06,False,0,[],|,False,0,[],|,False,Counting flickers... 31.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds']",|,False,Counting yawns... 147.0 seconds remaining.,[]
2024-10-23 19:36:15,False,0,[],|,False,0,[],|,False,Counting flickers... 22.0 seconds remaining.,|,False,0,[],|,True,11,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds']",|,False,Counting yawns... 138.0 seconds remaining.,[]
2024-10-23 19:36:20,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,True,12,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds']",|,False,Counting yawns... 133.0 seconds remaining.,[]
2024-10-23 19:36:22,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 131.0 seconds remaining.,[]
2024-10-23 19:36:30,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 123.0 seconds remaining.,[]
2024-10-23 19:36:32,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,True,13,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds']",|,False,Counting yawns... 121.0 seconds remaining.,[]
2024-10-23 19:36:37,False,0,[],|,False,0,[],|,True,17,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 116.0 seconds remaining.,[]
2024-10-23 19:36:39,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,14,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds']",|,False,Counting yawns... 114.0 seconds remaining.,[]
2024-10-23 19:36:49,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 104.0 seconds remaining.,[]
2024-10-23 19:36:59,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 94.0 seconds remaining.,[]
2024-10-23 19:36:59,False,0,[],|,False,0,[],|,False,Counting flickers... 38.0 seconds remaining.,|,False,0,[],|,True,15,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds']",|,False,Counting yawns... 94.0 seconds remaining.,[]
2024-10-23 19:37:16,False,0,[],|,False,0,[],|,False,Counting flickers... 20.0 seconds remaining.,|,False,0,[],|,True,16,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds']",|,False,Counting yawns... 77.0 seconds remaining.,[]
2024-10-23 19:37:25,False,0,[],|,False,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,True,17,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds']",|,False,Counting yawns... 68.0 seconds remaining.,[]
2024-10-23 19:37:29,False,0,[],|,False,0,[],|,False,Counting flickers... 8.0 seconds remaining.,|,False,0,[],|,True,18,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds']",|,False,Counting yawns... 64.0 seconds remaining.,[]
2024-10-23 19:37:42,True,3,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 2.0 seconds', '1 left eye rub: 2.0 seconds']",|,True,0,[],|,True,10,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 51.0 seconds remaining.,[]
2024-10-23 19:38:13,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 20.0 seconds remaining.,[]
2024-10-23 19:38:17,False,0,[],|,False,0,[],|,False,Counting flickers... 25.0 seconds remaining.,|,False,0,[],|,True,19,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds']",|,False,Counting yawns... 16.0 seconds remaining.,[]
2024-10-23 19:38:33,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,20,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds']",|,True,0,[]
2024-10-23 19:38:41,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,21,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds']",|,False,Counting yawns... 172.0 seconds remaining.,[]
2024-10-23 19:38:41,False,0,[],|,False,0,[],|,True,11,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 172.0 seconds remaining.,[]
2024-10-23 19:38:49,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 164.0 seconds remaining.,[]
2024-10-23 19:38:52,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,True,22,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds']",|,False,Counting yawns... 161.0 seconds remaining.,[]
2024-10-23 19:38:52,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 161.0 seconds remaining.,[]
2024-10-23 19:39:12,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,True,23,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds']",|,False,Counting yawns... 141.0 seconds remaining.,[]
2024-10-23 19:39:12,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 140.0 seconds remaining.,[]
2024-10-23 19:39:16,False,0,[],|,False,0,[],|,False,Counting flickers... 25.0 seconds remaining.,|,False,0,[],|,True,24,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds']",|,False,Counting yawns... 137.0 seconds remaining.,[]
2024-10-23 19:39:20,False,0,[],|,False,0,[],|,False,Counting flickers... 21.0 seconds remaining.,|,False,0,[],|,True,25,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds']",|,False,Counting yawns... 132.0 seconds remaining.,[]
2024-10-23 19:39:29,False,0,[],|,False,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,True,26,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds']",|,False,Counting yawns... 123.0 seconds remaining.,[]
2024-10-23 19:39:42,False,0,[],|,False,0,[],|,True,12,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 111.0 seconds remaining.,[]
2024-10-23 19:39:42,False,0,[],|,False,0,[],|,False,Counting flickers... 60.0 seconds remaining.,|,False,0,[],|,True,27,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds']",|,False,Counting yawns... 111.0 seconds remaining.,[]
2024-10-23 19:39:45,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 10.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 5.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 16.0 seconds', '13 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 108.0 seconds remaining.,[]
2024-10-23 19:39:50,False,0,[],|,False,0,[],|,False,Counting flickers... 52.0 seconds remaining.,|,False,0,[],|,True,28,"['1 pitch: 9.0 seconds', '2 pitch: 12.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 7.0 seconds', '6 pitch: 6.0 seconds', '7 pitch: 9.0 seconds', '8 pitch: 9.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 8.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 9.0 seconds', '14 pitch: 8.0 seconds', '15 pitch: 14.0 seconds', '16 pitch: 14.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 4.0 seconds', '19 pitch: 12.0 seconds', '20 pitch: 7.0 seconds', '21 pitch: 3.0 seconds', '22 pitch: 9.0 seconds', '23 pitch: 17.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 4.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 5.0 seconds']",|,False,Counting yawns... 102.0 seconds remaining.,[]
